P000005, 2, 3, 9, 0, -1, -11, 0, 0, 24, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 192, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 4, 6, 5, 4, 2, 5, 
P000006, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 10, 0, 0, 140, 0, 0, 0, 0, 0, 0, 4, 0, 5, 5, 7, 2, 4, 1, 
P000012, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 63, 0, 0, 504, 12, 0, 0, 0, 0, 0, 0, 0, 9, 6, 4, 7, 7, 3, 
P000015, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 16, 0, 32, 0, 0, 8, 0, 0, 0, 0, 1, 2, 4, 1, 8, 8, 
P000017, 2, 3, 9, 0, -1, -11, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 1296, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 4, 9, 9, 6, 6, 5, 
P000019, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 8, 0, 0, 84, 0, 0, 9, 0, 0, 0, 0, 0, 4, 4, 1, 2, 7, 3, 
P000022, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1120, 28, 0, 45, 0, 0, 0, 0, 0, 0, 0, 8, 4, 5, 5, 7, 9, 
P000023, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 20, 0, 0, 24, 0, 0, 0, 0, 0, 0, 8, 0, 5, 3, 1, 4, 4, 2, 
P000027, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 0, 8, 0, 0, 0, 17, 0, 0, 54, 0, 0, 216, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 1, 9, 9, 3, 
P000032, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 189, 9, 0, 0, 0, 0, 0, 0, 0, 9, 7, 1, 8, 3, 9, 
P000033, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 12, 0, 0, 384, 8, 0, 0, 0, 0, 0, 0, 0, 3, 6, 4, 4, 8, 2, 
P000034, 2, 3, 9, 0, -1, -11, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 27, 0, 0, 0, 0, 0, 0, 9, 0, 2, 3, 1, 5, 9, 1, 
P000036, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 8, 24, 0, 0, 0, 0, 0, 0, 6, 0, 4, 4, 1, 8, 2, 3, 
P000037, 2, 3, 9, 0, -1, -11, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 420, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 3, 5, 4, 4, 7, 8, 
P000038, 2, 3, 9, 0, -1, -11, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 420, 12, 0, 56, 0, 0, 0, 0, 0, 0, 0, 5, 3, 7, 7, 4, 8, 
P000044, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 30, 0, 0, 1296, 18, 0, 0, 0, 0, 0, 0, 0, 5, 8, 6, 6, 9, 3, 
P000045, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 72, 0, 0, 162, 6, 0, 0, 0, 0, 0, 0, 0, 9, 9, 6, 8, 3, 1, 
P000050, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 40, 0, 15, 210, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 2, 5, 5, 7, 
P000055, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 168, 0, 0, 36, 0, 0, 6, 0, 0, 0, 0, 4, 7, 9, 1, 6, 4, 
P000057, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 216, 8, 0, 0, 0, 0, 0, 18, 0, 8, 3, 4, 9, 9, 2, 
P000059, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 28, 0, 18, 252, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 2, 4, 3, 7, 
P000060, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 28, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 2, 4, 1, 1, 
P000061, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 48, 0, 18, 90, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 1, 6, 6, 5, 
P000066, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 24, 8, 0, 0, 0, 0, 0, 24, 0, 4, 1, 1, 4, 3, 8, 
P000071, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 56, 0, 7, 140, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 4, 7, 7, 5, 
P000074, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 24, 0, 3, 0, 0, 8, 0, 0, 0, 0, 1, 6, 3, 2, 4, 1, 
P000077, 2, 3, 9, 0, -1, -11, 0, 0, 8, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 200, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 1, 8, 8, 5, 5, 7, 
P000078, 2, 3, 9, 0, -1, -11, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 360, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 1, 5, 5, 8, 9, 7, 
P000081, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 72, 0, 0, 112, 0, 0, 0, 0, 0, 0, 8, 0, 9, 2, 7, 8, 8, 1, 
P000082, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 192, 8, 0, 0, 0, 0, 0, 12, 0, 4, 8, 2, 5, 3, 4, 
P000084, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 147, 0, 0, 20, 0, 0, 0, 0, 7, 0, 0, 7, 7, 5, 1, 3, 4, 
P000085, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 42, 0, 14, 140, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 2, 7, 7, 5, 
P000088, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 540, 18, 0, 0, 0, 0, 0, 0, 0, 8, 5, 2, 6, 6, 9, 
P000089, 2, 3, 9, 0, -1, -11, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 240, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 4, 2, 7, 6, 5, 4, 
P000094, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 8, 48, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 8, 6, 6, 1, 1, 4, 
P000096, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 108, 0, 0, 54, 0, 0, 12, 0, 0, 0, 0, 1, 9, 9, 4, 3, 6, 
P000098, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 30, 0, 6, 126, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 3, 6, 6, 7, 
P000100, 2, 3, 9, 0, -1, -11, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 20, 420, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 5, 3, 4, 4, 7, 8,
