P000049, 2, 3, 9, 0, -1, -8, 8, 0, 0, 0, 11, 0, 0, 12, 0, 9, 0, 0, 32, 0, 8, 120, 0, 4, 0, 0, 0, 0, 5, 0, 8, 8, 3, 4, 1, 5, 
P000050, 2, 3, 9, 0, -1, -8, 0, 0, 6, 0, 0, 0, 0, 0, 0, 5, 0, 0, 36, 0, 4, 36, 0, 0, 0, 0, 4, 7, 12, 3, 6, 1, 3, 6, 4, 3, 
P000051, 2, 3, 9, 0, -1, -8, 8, 0, 0, 0, 4, 3, 0, 10, 0, 0, 0, 0, 16, 0, 0, 105, 15, 2, 0, 14, 0, 0, 0, 0, 8, 1, 3, 2, 7, 5, 
P000052, 2, 3, 9, 0, -1, -8, 0, 0, 4, 0, 0, 0, 0, 0, 0, 7, 0, 0, 20, 0, 6, 48, 0, 0, 0, 0, 6, 14, 48, 8, 4, 1, 1, 5, 6, 8, 
P000055, 2, 3, 9, 0, -1, -8, 0, 5, 4, 0, 0, 0, 5, 6, 0, 0, 0, 14, 0, 140, 0, 0, 45, 0, 0, 0, 0, 0, 63, 9, 1, 4, 5, 5, 7, 9, 
P000057, 2, 3, 9, 0, -1, -8, 0, 0, 0, 0, 0, 25, 5, 0, 0, 0, 0, 12, 8, 320, 0, 0, 35, 0, 10, 16, 0, 0, 0, 7, 4, 5, 5, 2, 8, 7, 
P000061, 2, 3, 9, 0, -1, -8, 0, 0, 0, 0, 10, 9, 9, 0, 0, 0, 0, 11, 24, 0, 0, 18, 18, 0, 0, 3, 0, 0, 0, 2, 8, 1, 9, 3, 1, 2, 
P000063, 2, 3, 9, 0, -1, -8, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 12, 24, 240, 0, 0, 32, 4, 6, 8, 2, 0, 0, 0, 6, 5, 4, 4, 2, 8, 
P000065, 2, 3, 9, 0, -1, -8, 5, 6, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 48, 8, 0, 0, 0, 0, 8, 12, 0, 5, 1, 4, 7, 6, 2, 
P000066, 2, 3, 9, 0, -1, -8, 0, 0, 8, 0, 0, 0, 0, 5, 0, 0, 0, 0, 6, 24, 0, 0, 36, 0, 0, 0, 1, 10, 9, 9, 2, 4, 4, 3, 1, 9, 
P000070, 2, 3, 9, 0, -1, -8, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 8, 24, 0, 0, 420, 15, 8, 15, 56, 7, 0, 0, 0, 3, 4, 5, 8, 7, 3, 
P000071, 2, 3, 9, 0, -1, -8, 0, 0, 1, 1, 0, 0, 0, 0, 0, 7, 0, 14, 0, 54, 6, 0, 49, 0, 15, 0, 6, 0, 0, 0, 1, 1, 7, 9, 6, 7, 
P000072, 2, 3, 9, 0, -1, -8, 9, 0, 0, 0, 0, 28, 0, 17, 0, 12, 0, 0, 72, 0, 0, 224, 0, 8, 0, 0, 0, 9, 8, 0, 9, 4, 7, 8, 8, 1, 
P000073, 2, 3, 9, 0, -1, -8, 0, 3, 2, 0, 0, 0, 9, 0, 0, 0, 0, 16, 0, 54, 6, 0, 63, 0, 0, 27, 0, 0, 0, 7, 1, 2, 9, 9, 3, 7, 
P000075, 2, 3, 9, 0, -1, -8, 2, 0, 0, 0, 0, 45, 0, 7, 0, 13, 0, 0, 10, 0, 0, 180, 0, 5, 0, 0, 0, 5, 4, 0, 2, 9, 5, 5, 4, 1, 
P000077, 2, 3, 9, 0, -1, -8, 0, 7, 0, 0, 0, 0, 8, 0, 0, 0, 0, 17, 0, 24, 6, 0, 72, 0, 0, 0, 0, 11, 18, 9, 4, 3, 8, 1, 2, 9, 
P000078, 2, 3, 9, 0, -1, -8, 0, 0, 0, 0, 10, 0, 0, 0, 0, 4, 0, 0, 0, 84, 4, 0, 48, 3, 5, 6, 2, 0, 0, 0, 7, 2, 8, 3, 2, 6, 
P000079, 2, 3, 9, 0, -1, -8, 7, 8, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 35, 0, 8, 24, 0, 5, 0, 0, 0, 11, 24, 0, 7, 1, 1, 5, 8, 3, 
P000080, 2, 3, 9, 0, -1, -8, 0, 0, 0, 0, 0, 6, 3, 0, 0, 0, 0, 9, 32, 0, 0, 36, 18, 0, 9, 8, 0, 0, 0, 6, 4, 2, 3, 8, 1, 6, 
P000084, 2, 3, 9, 0, -1, -8, 0, 0, 8, 0, 0, 0, 9, 0, 0, 12, 0, 13, 0, 32, 32, 0, 36, 0, 0, 0, 0, 8, 0, 4, 1, 8, 9, 1, 4, 4, 
P000088, 2, 3, 9, 0, -1, -8, 0, 0, 0, 6, 7, 6, 1, 0, 0, 10, 0, 0, 15, 0, 24, 24, 0, 0, 7, 0, 0, 0, 0, 0, 5, 6, 1, 3, 4, 1, 
P000089, 2, 3, 9, 0, -1, -8, 0, 0, 0, 6, 14, 48, 0, 0, 0, 7, 0, 0, 20, 0, 6, 96, 0, 0, 0, 5, 1, 0, 0, 0, 4, 6, 8, 5, 1, 2, 
P000092, 2, 3, 9, 0, -1, -8, 0, 0, 6, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 72, 18, 0, 54, 0, 0, 0, 3, 12, 27, 9, 1, 6, 6, 4, 3, 9, 
P000094, 2, 3, 9, 0, -1, -8, 4, 6, 8, 2, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 32, 8, 0, 0, 0, 0, 10, 16, 0, 4, 2, 1, 9, 2, 8, 
P000099, 2, 3, 9, 0, -1, -8, 0, 8, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 63, 0, 6, 18, 0, 0, 0, 0, 6, 9, 18, 3, 7, 1, 1, 9, 6, 3, 
P000101, 2, 3, 9, 0, -1, -8, 3, 11, 24, 0, 0, 0, 0, 8, 0, 0, 0, 0, 15, 480, 0, 0, 72, 5, 0, 0, 0, 0, 36, 0, 3, 8, 8, 5, 4, 9, 
P000102, 2, 3, 9, 0, -1, -8, 0, 0, 12, 0, 0, 0, 1, 4, 0, 0, 0, 5, 4, 120, 0, 0, 4, 0, 0, 0, 0, 9, 0, 4, 2, 6, 1, 2, 5, 4, 
P000103, 2, 3, 9, 0, -1, -8, 0, 0, 0, 2, 4, 4, 2, 13, 0, 0, 0, 0, 42, 0, 8, 16, 0, 0, 11, 0, 0, 0, 0, 0, 6, 2, 2, 7, 4, 1, 
P000107, 2, 3, 9, 0, -1, -8, 0, 0, 0, 0, 0, 18, 3, 0, 0, 0, 0, 7, 0, 120, 12, 0, 12, 0, 4, 4, 0, 0, 0, 4, 5, 6, 3, 2, 2, 4, 
P000110, 2, 3, 9, 0, -1, -8, 0, 0, 40, 0, 0, 0, 0, 9, 0, 0, 0, 0, 8, 40, 0, 0, 24, 0, 0, 0, 1, 5, 4, 4, 8, 5, 6, 1, 1, 4, 
P000111, 2, 3, 9, 0, -1, -8, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24, 0, 0, 200, 5, 0, 0, 0, 8, 9, 8, 1, 4, 5, 5, 6, 8, 1, 
P000112, 2, 3, 9, 0, -1, -8, 0, 0, 20, 4, 0, 0, 0, 0, 0, 10, 0, 0, 0, 600, 24, 0, 56, 0, 0, 0, 6, 14, 48, 0, 5, 4, 7, 5, 6, 8, 
P000123, 2, 3, 9, 0, -1, -8, 0, 0, 0, 4, 13, 36, 9, 0, 0, 0, 0, 0, 0, 120, 24, 0, 27, 0, 7, 6, 0, 0, 0, 0, 5, 4, 9, 1, 6, 3, 
