P000471, 2, 2, 9, 0, -1, -6, 0, 11, 0, 0, 8, 0, 0, 0, 0, 24, 0, 0, 6, 0, 7, 4, 1, 6, 
P000400, 2, 2, 9, 0, -1, -6, 0, 12, 0, 0, 8, 0, 14, 0, 0, 0, 0, 0, 24, 0, 4, 8, 4, 6, 
P000167, 2, 2, 9, 0, -1, -6, 0, 8, 0, 0, 0, 0, 9, 6, 0, 0, 0, 0, 8, 0, 3, 5, 2, 4, 
P000039, 2, 2, 9, 0, -1, -6, 0, 0, 16, 0, 6, 0, 0, 0, 0, 12, 0, 5, 0, 0, 4, 4, 2, 3, 
P000457, 2, 2, 9, 0, -1, -6, 0, 0, 8, 0, 8, 0, 12, 0, 0, 0, 0, 14, 0, 0, 2, 4, 6, 8, 
P000146, 2, 2, 9, 0, -1, -6, 0, 0, 8, 0, 0, 0, 10, 32, 0, 0, 0, 16, 0, 0, 4, 2, 8, 8, 
P000051, 2, 2, 9, 0, -1, -6, 0, 15, 0, 0, 0, 0, 13, 18, 0, 0, 0, 7, 0, 0, 6, 9, 3, 4, 
P000128, 2, 2, 9, 0, -1, -6, 0, 4, 0, 0, 7, 0, 0, 0, 0, 8, 0, 0, 32, 0, 3, 1, 4, 8, 
P000170, 2, 2, 9, 0, -1, -6, 0, 11, 0, 0, 0, 0, 9, 12, 0, 0, 0, 0, 8, 0, 6, 5, 2, 4, 
P000351, 2, 2, 9, 0, -1, -6, 0, 0, 12, 0, 11, 0, 10, 0, 0, 0, 0, 0, 48, 0, 3, 4, 8, 6, 
P000086, 2, 2, 9, 0, -1, -6, 0, 12, 0, 0, 0, 0, 14, 24, 0, 0, 0, 0, 36, 0, 4, 8, 6, 6, 
P000292, 2, 2, 9, 0, -1, -6, 0, 11, 0, 0, 0, 0, 7, 12, 0, 0, 0, 4, 0, 0, 6, 5, 2, 2, 
P000232, 2, 2, 9, 0, -1, -6, 0, 9, 0, 0, 16, 0, 0, 0, 0, 12, 0, 0, 0, 0, 7, 2, 9, 6, 
P000157, 2, 2, 9, 0, -1, -6, 0, 3, 0, 0, 0, 0, 0, 16, 0, 0, 0, 13, 0, 0, 2, 1, 8, 5, 
P000281, 2, 2, 9, 0, -1, -6, 0, 6, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 12, 0, 1, 5, 2, 6, 
P000076, 2, 2, 9, 0, -1, -6, 0, 12, 0, 0, 0, 0, 16, 45, 0, 0, 0, 0, 0, 0, 5, 7, 9, 9, 
P000193, 2, 2, 9, 0, -1, -6, 0, 3, 0, 0, 0, 0, 0, 0, 0, 12, 0, 15, 0, 0, 1, 2, 9, 6, 
P000189, 2, 2, 9, 0, -1, -6, 0, 0, 0, 0, 6, 0, 0, 0, 0, 3, 0, 8, 0, 0, 1, 1, 5, 3, 
P000419, 2, 2, 9, 0, -1, -6, 0, 12, 0, 0, 0, 0, 0, 12, 0, 0, 0, 3, 0, 0, 6, 6, 2, 1, 
P000343, 2, 2, 9, 0, -1, -6, 0, 12, 0, 0, 18, 0, 0, 0, 0, 12, 0, 0, 0, 0, 9, 3, 9, 4, 
P000214, 2, 2, 9, 0, -1, -6, 0, 11, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 9, 0, 7, 4, 9, 1, 
P000380, 2, 2, 9, 0, -1, -6, 0, 10, 0, 0, 0, 0, 0, 0, 0, 8, 0, 14, 0, 0, 9, 1, 6, 8, 
P000480, 2, 2, 9, 0, -1, -6, 0, 0, 0, 0, 10, 0, 0, 0, 0, 6, 0, 2, 0, 0, 9, 6, 1, 1, 
P000068, 2, 2, 9, 0, -1, -6, 0, 0, 8, 0, 10, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 8, 9, 8, 
P000049, 2, 2, 9, 0, -1, -6, 0, 0, 0, 0, 0, 0, 12, 6, 0, 0, 0, 5, 0, 0, 6, 8, 1, 4, 
P000152, 2, 2, 9, 0, -1, -6, 0, 18, 0, 0, 0, 0, 0, 18, 0, 0, 0, 3, 0, 0, 9, 9, 2, 1, 
P000441, 2, 2, 9, 0, -1, -6, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0, 0, 14, 0, 0, 6, 1, 9, 5, 
P000061, 2, 2, 9, 0, -1, -6, 0, 9, 0, 0, 6, 0, 0, 0, 0, 8, 0, 0, 0, 0, 5, 4, 1, 2, 
P000432, 2, 2, 9, 0, -1, -6, 0, 14, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 10, 0, 7, 7, 2, 5, 
P000101, 2, 2, 9, 0, -1, -6, 0, 0, 21, 0, 9, 0, 0, 0, 0, 0, 0, 3, 0, 0, 7, 3, 2, 1, 
P000361, 2, 2, 9, 0, -1, -6, 0, 0, 0, 0, 0, 0, 8, 9, 0, 0, 0, 16, 0, 0, 1, 1, 9, 7, 
P000346, 2, 2, 9, 0, -1, -6, 0, 0, 15, 0, 12, 0, 13, 0, 0, 0, 0, 0, 0, 0, 3, 5, 9, 8, 
P000034, 2, 2, 9, 0, -1, -6, 0, 6, 0, 0, 0, 0, 4, 6, 0, 0, 0, 0, 0, 0, 3, 3, 2, 1, 
P000073, 2, 2, 9, 0, -1, -6, 0, 0, 18, 0, 8, 0, 18, 0, 0, 0, 0, 0, 0, 0, 2, 9, 6, 9, 
P000105, 2, 2, 9, 0, -1, -6, 0, 0, 0, 0, 0, 0, 16, 12, 0, 0, 0, 9, 0, 0, 6, 9, 2, 7, 
P000227, 2, 2, 9, 0, -1, -6, 0, 0, 0, 0, 0, 0, 6, 9, 0, 0, 0, 14, 0, 0, 1, 1, 9, 5, 
P000420, 2, 2, 9, 0, -1, -6, 0, 0, 36, 0, 16, 0, 0, 0, 0, 0, 0, 15, 0, 0, 9, 4, 7, 8, 
