P000085, 2, 3, 9, 0, -1, -9, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 24, 504, 0, 0, 0, 0, 0, 0, 9, 0, 9, 8, 7, 5, 3, 3, 
P000090, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 63, 0, 24, 24, 0, 0, 0, 36, 0, 0, 0, 0, 7, 6, 1, 9, 4, 1, 
P000092, 2, 3, 9, 0, -1, -9, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 120, 0, 0, 36, 0, 0, 0, 0, 9, 0, 0, 8, 5, 6, 1, 3, 6, 
P000093, 2, 3, 9, 0, -1, -9, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 9, 27, 0, 0, 0, 0, 0, 0, 27, 0, 4, 1, 1, 5, 9, 3, 
P000102, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 180, 36, 0, 0, 0, 0, 0, 6, 0, 8, 5, 6, 8, 1, 6, 
P000103, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 64, 0, 8, 168, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 3, 8, 2, 7, 
P000104, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 6, 150, 0, 0, 24, 0, 11, 0, 0, 0, 0, 0, 1, 5, 8, 6, 5, 3, 
P000107, 2, 3, 9, 0, -1, -9, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 192, 0, 0, 35, 0, 0, 0, 0, 7, 0, 0, 3, 8, 7, 4, 2, 5, 
P000108, 2, 3, 9, 0, -1, -9, 0, 0, 40, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 840, 0, 0, 63, 0, 0, 0, 0, 12, 0, 0, 8, 5, 7, 7, 3, 9, 
P000111, 2, 3, 9, 0, -1, -9, 0, 0, 16, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 80, 0, 0, 42, 0, 0, 0, 0, 7, 0, 0, 8, 2, 7, 5, 1, 6, 
P000112, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 162, 18, 0, 32, 0, 0, 2, 0, 0, 0, 0, 9, 9, 8, 1, 2, 4, 
P000113, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 0, 28, 0, 7, 0, 0, 0, 0, 0, 320, 0, 0, 63, 0, 0, 16, 0, 0, 0, 0, 5, 4, 7, 2, 8, 9, 
P000117, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 10, 30, 0, 0, 48, 0, 0, 6, 0, 0, 0, 0, 5, 1, 6, 2, 3, 8, 
P000118, 2, 3, 9, 0, -1, -9, 0, 0, 12, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 24, 0, 0, 72, 0, 0, 0, 0, 0, 18, 0, 4, 3, 8, 1, 2, 9, 
P000119, 2, 3, 9, 0, -1, -9, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 9, 72, 0, 0, 72, 0, 0, 0, 0, 0, 0, 12, 0, 9, 2, 3, 8, 2, 6, 
P000122, 2, 3, 9, 0, -1, -9, 0, 0, 42, 0, 0, 0, 0, 0, 0, 10, 0, 0, 63, 0, 0, 432, 0, 0, 0, 0, 0, 0, 12, 0, 7, 6, 6, 9, 4, 3, 
P000123, 2, 3, 9, 0, -1, -9, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 81, 0, 56, 392, 0, 0, 0, 0, 0, 0, 0, 0, 9, 8, 1, 9, 7, 7, 
